link,name,price,rating,review,manufacturer,ASIN,description
https://www.amazon.in/Puma-76855-teamGOAL-Backpack-Core/dp/B07XJPLL27/ref=sr_1_99?crid=2M096C61O4MLT&keywords=bags&qid=1679498020&sprefix=ba%2Caps%2C283&sr=8-99,Puma Unisex teamGOAL 23 Backpack Core Black X,939,4.3,"(2,626)","Puma, Aspen Crew Sports Gear Khasra no:143 kh,145 ka,146 kaMohabawala Industrial Area",B07XJPLL27,Flaunt the latest & coolest styles from PUMA
https://www.amazon.in/TRAWOC-Backpack-Outdoor-Trekking-Rucksack/dp/B07XY6BFXJ/ref=sr_1_100?crid=2M096C61O4MLT&keywords=bags&qid=1679498020&sprefix=ba%2Caps%2C283&sr=8-100,"TRAWOC 55 LTR Travel Backpack Daypack bag for Camping Hiking Trekking, English Blue, SHK014","1,417",4.2,"(2,380)","TRAWOC, TRAWOC Gears, Customer care: mail@trawoc.com, Whatsapp: 86067 96695",B07XY6BFXJ,NA
https://www.amazon.in/Bennett-15-6-inch-College-Repellent-Backpack/dp/B09WZKHSDR/ref=sr_1_99?crid=2M096C61O4MLT&keywords=bags&qid=1679498042&sprefix=ba%2Caps%2C283&sr=8-99,"Bennett Casual Laptop Bag school bags for boys girls 15.6-inch, 25 LTR Office & College bags for mens Water Repellent Backpack for Men & Women (GREY)",512,4.0,(439),NA,NA,NA
https://www.amazon.in/Backpack-Business-Backpacks-Charging-Resistant/dp/B094DGX84G/ref=sr_1_100?crid=2M096C61O4MLT&keywords=bags&qid=1679498042&sprefix=ba%2Caps%2C283&sr=8-100,"FUR JADEN Travel Laptop Backpack, Business Backpacks with USB Charging Port, Water Resistant College School Computer Bag for Men & Women Fits Under 15.6 inch Laptop and Notebook",989,4.4,(347),"FUR JADEN, Fur Jaden, 3C Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002",B094DGX84G,NA
https://www.amazon.in/House-Quirk-Electronics-Accessories-Organizer/dp/B07MMGBD1J/ref=sr_1_101?crid=2M096C61O4MLT&keywords=bags&qid=1679498042&sprefix=ba%2Caps%2C283&sr=8-101,"House of Quirk Electronics Accessories Organizer Bag, Universal Carry Travel Gadget Bag for Cables, Plug and More, Perfect Size Fits for Pad Phone Charger Hard Disk - Dark Blue",499,4.3,"(6,773)",NA,NA,NA
https://www.amazon.in/DZert-Girls-Polyester-White-Backpack/dp/B07H1BPCGQ/ref=sr_1_102?crid=2M096C61O4MLT&keywords=bags&qid=1679498042&sprefix=ba%2Caps%2C283&sr=8-102,DZert Clasy Laptop Bag College Bag for Boys Girls 21 L Nevy Blue,339,3.8,"(2,292)","Rushi Enterprise, Rushi Enterprise, Gujarat Amreli (INDIA)-365601 Mo- 7016045876",B07H1BPCGQ,NA
https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B0BPVLXD53/ref=sr_1_103?crid=2M096C61O4MLT&keywords=bags&qid=1679498042&sprefix=ba%2Caps%2C283&sr=8-103,ADISA 35L Large Laptop Backpack Office Bag College Travel Back Pack with rain Cover (Grey),599,3.9,(36),"ADISA, ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com",B0BPVLXD53,NA
https://www.amazon.in/AirCase-C17-Laptop-Sleeve-Handle/dp/B07FJV79CX/ref=sr_1_104?crid=2M096C61O4MLT&keywords=bags&qid=1679498042&sprefix=ba%2Caps%2C283&sr=8-104,"AirCase Sleeve Messenger Bag with Handle & Detachable Shoulder Strap |for Upto 14"" Laptop/ MacBook | 3-in-1 use | 3 Zippered Spacious Pockets | Durable Nylon Padded Fabric, for Men & Women (Black)",778,4.1,"(1,215)",NA,NA,NA
https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B085S444JV/ref=sr_1_105?crid=2M096C61O4MLT&keywords=bags&qid=1679498042&sprefix=ba%2Caps%2C283&sr=8-105,"Wesley Milestone 2.0 Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L, Charcoal black",565,4.3,"(9,839)",NA,NA,NA
https://www.amazon.in/Sfane-Women-Trendy-Black-Duffel/dp/B07GCR84D9/ref=sr_1_106?crid=2M096C61O4MLT&keywords=bags&qid=1679498042&sprefix=ba%2Caps%2C283&sr=8-106,"Sfane Polyester 9.05 Black Men & Women Trendy Black Sports Duffle Gym Bag, Shoulder Bag",297,4.2,(930),"Sfane, Sfane Trends Pvt Limited",B07GCR84D9,"Sfane Sports Bag Practical Everyday Sizing Make It Great For Hauling Just About Anything.Two Big Compartments Holds Sports Clothing, Gloves, Shaker, Sports Ball, Sports Accessories, Etc. Or Anything That Might Be Wet Or Soiled. Provide Years Of Dependable Service. Made In India."
https://www.amazon.in/Gear-Black-Casual-Backpack-MDBKPECO50104/dp/B0757MBSS6/ref=sr_1_109?crid=2M096C61O4MLT&keywords=bags&qid=1679498042&sprefix=ba%2Caps%2C283&sr=8-109,Gear Casual Backpack,404,3.8,"(2,082)","Gear, Gear Merchandise PVT LTD E/12 West Chowbaga Gulshan colony KoLkata-700100 Contact 9830403366",B0757MBSS6,NA
https://www.amazon.in/Aristocrat-Zeal-Unisex-Grey-Laptop/dp/B0B5YHC1W5/ref=sr_1_110?crid=2M096C61O4MLT&keywords=bags&qid=1679498042&sprefix=ba%2Caps%2C283&sr=8-110,Aristrocrat Unisex Laptop Bag Grey,799,4.4,(18),"VIP Industries Ltd. DGP House, 5th Floor, 88C Old Prabhadevi Road, Mumbai 400025, VIP Industries Limited, DGP House, 88C, Old Prabhadevi Road, Prabhadevi, Mumbai 400025. India'.",B0B5YHC1W5,"Stylish, Secure feature packed Laptop backpack Spacious Compartment Laptop Compatible Front Quick Access Pocket Power Bank Pocket Padded Grab Handle Shoulder strap re-enforcement"
https://www.amazon.in/Tinytot-School-Backpack-College-Multipurpose/dp/B09C5J2MN7/ref=sr_1_111?crid=2M096C61O4MLT&keywords=bags&qid=1679498042&sprefix=ba%2Caps%2C283&sr=8-111,Tinytot School Bag School Backpack College Backpack Travel Backpack Office Backpack Multipurpose Backpack Picnic Bag for Boys & Girls,589,4.3,(292),"Tinytot, www.adda3.com",B09C5J2MN7,"At Tinytot, we believe travel should be fun. We take pride in making stylish, high quality, and yeah, fun backpacks that you can rely on. This lightweight backpack comes with it perfect for your college/office or a weekend trip. Made of durable double dot polyester fabric, this backpack is equipped to hold enough notebooks, textbooks & journals for your school/college or clothes & additional supplies for a day or two of travel. The front pocket has an internal organizer which provides easy access to your wallet, phone, charger, stationery, keys or whatever you need on the go and still has ample space left for your headphones, your personal diary or the novel you're currently hooked on to. It has padded mesh back & shoulder straps with breathable system for better back support. It comes with mesh pockets on both sides to comfortably accommodate your bottle or umbrella for convenience of access. Each backpack passes a series of rigorous global quality tests."
https://www.amazon.in/Wildcraft-Turnaround-Polyester-Laptop-8903338054702/dp/B012D51GXO/ref=sr_1_112?crid=2M096C61O4MLT&keywords=bags&qid=1679498042&sprefix=ba%2Caps%2C283&sr=8-112,Wildcraft Turnaround Polyester 35 Ltrs Blue Laptop Bag (8903338054702),"2,075",4.3,"(1,159)",Wildcraft,B012D51GXO,"The double compartment laptop bag has a padded sleeve for your laptop, an internal organiser and quick access pockets to store your essentials and accessories. With a side mesh pocket for your sipper or water bottle, the backpack has a Ventex back system that reduces perspiration. With ample support from the well cushioned back and a padded quick grab haul loop, this backpack is ideal for everyday use and for travel upto 2 days."
https://www.amazon.in/Half-Moon-Curiosity-Backpack-Resistant/dp/B09S3ZK3N1/ref=sr_1_113?crid=2M096C61O4MLT&keywords=bags&qid=1679498042&sprefix=ba%2Caps%2C283&sr=8-113,"Half Moon Curiosity 35L Water Resistant 15.6"" Laptop Bag for Men/Backpack for Men, Black | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment | Rain Cover & Slim Durable Backpack",849,3.7,(170),Half_Moon(Amazing Bags),B09S3ZK3N1,NA
https://www.amazon.in/Aristocrat-Unisex-Oxford-Fabric-28-82L/dp/B09ZV86P4S/ref=sr_1_114?crid=2M096C61O4MLT&keywords=bags&qid=1679498042&sprefix=ba%2Caps%2C283&sr=8-114,Aristocrat Unisex Black Oxford Fabric 28.82L Laptop Bags,792,3.5,(44),"VIP Industries Limited, DGP House, 88C, Old Prabhadevi Road, Prabhadevi, Mumbai 400025. India, VIP Industries Limited, DGP House, 88C, Old Prabhadevi Road, Prabhadevi, Mumbai 400025. India",B09ZV86P4S,2 Main Compartments -Laptop Compatible -Side Fabric Pocket - Shouilder Strap Reinforcement
https://www.amazon.in/Trunkit-Resistance-Trekking-Compartment-Rucksack/dp/B09NRVW114/ref=sr_1_115?crid=2M096C61O4MLT&keywords=bags&qid=1679498042&sprefix=ba%2Caps%2C283&sr=8-115,Trunkit High Water Resistance Trekking Hiking Travel Bag With Shoe Compartment Rucksack,559,4.1,(64),NA,B09NRVW114,SHOE COMPARTMENT : This bag having a SEPARATE SHOE COMPARTMENT attached in the front just below the upper front pocket which is quiet big to put a pair of shoes very comfortably without having second thinking about your these types of belongings.
https://www.amazon.in/Nivia-5177SB-Polyester-String-Blue/dp/B071XMLFTL/ref=sr_1_116?crid=2M096C61O4MLT&keywords=bags&qid=1679498042&sprefix=ba%2Caps%2C283&sr=8-116,NIVIA String Bag/Drawstring Bag/Sports Bag Boys/Polyester String Bag/Kit Bags/Drawstring Sports Bag/Dori Backpack/Gym Bag/String Bag Men Waterproof/Drawstring Backpack (Sky Blue),193,4.1,(457),NA,NA,NA
https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B07NJRPJ6Q/ref=sr_1_115?crid=2M096C61O4MLT&keywords=bags&qid=1679498064&sprefix=ba%2Caps%2C283&sr=8-115,Wesley Milestone 15.6 inch 25 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack (Black),498,4.3,"(12,356)",NA,NA,NA
https://www.amazon.in/Red-Lemon-Polyester-15-6-inch-Waterproof/dp/B07XYY2FW4/ref=sr_1_116?crid=2M096C61O4MLT&keywords=bags&qid=1679498064&sprefix=ba%2Caps%2C283&sr=8-116,Red Lemon Polyester Bange Series 15.6inch Laptop Bag for Men 35 LTR Capacity Daily Office Bag for Men and Women Black (1903),"2,849",4.2,(160),NA,NA,NA
https://www.amazon.in/Skybags-Brat-Polyester-Casual-Backpack/dp/B0BBPPM33V/ref=sr_1_117?crid=2M096C61O4MLT&keywords=bags&qid=1679498064&sprefix=ba%2Caps%2C283&sr=8-117,Skybags Brat 22L Red Polyester Casual Backpack,702,4.0,(227),"VIP Industries Limited, DGP House, 88C, Old Prabhadevi Road, Prabhadevi, Mumbai 400025. India, VIP Industries Limited, DGP House, 88C, Old Prabhadevi Road, Prabhadevi, Mumbai 400025. India",B0BBPPM33V,Skybags Brat 22L Red Polyester Casual backpack
https://www.amazon.in/Nivia-5227-Pulse-Junior-Others/dp/B08D7QG33Z/ref=sr_1_118?crid=2M096C61O4MLT&keywords=bags&qid=1679498064&sprefix=ba%2Caps%2C283&sr=8-118,"Nivia 5227 Pulse Junior Bag, Others (Orange) (Sky Blue)",294,3.8,(156),NA,NA,NA
https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B0BPTV3795/ref=sr_1_119?crid=2M096C61O4MLT&keywords=bags&qid=1679498064&sprefix=ba%2Caps%2C283&sr=8-119,ADISA 35L Large Laptop Backpack Office Bag College Travel Back Pack with rain Cover (Black),599,3.9,(36),"ADISA, ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com",B0BPTV3795,NA
https://www.amazon.in/SFANE-Duffel-Shoulder-Women-Compartment/dp/B07ZC77WTW/ref=sr_1_120?crid=2M096C61O4MLT&keywords=bags&qid=1679498064&sprefix=ba%2Caps%2C283&sr=8-120,"SFANE Polyester 23 cms Navy Blue Gym Bag, Shoulder Bag, Sports Bag for Men & Women with Separate Shoes Compartment (Blue)",435,4.3,"(3,168)","Sfane, Sfane Trends",B07ZC77WTW,NA
https://www.amazon.in/SBCOLLECTION-Premium-Backpack-Water-Resistance-Business/dp/B0BXL5B1J4/ref=sr_1_121?crid=2M096C61O4MLT&keywords=bags&qid=1679498064&sprefix=ba%2Caps%2C283&sr=8-121,SBCOLLECTION Premium School College Office Laptop Daily Use Backpack for All Day Traveler,229,4.5,(3),NA,B0BXL5B1J4,"SBCollection Premium backpack Suitable for: School bags, casual backpacks, laptop backpacks, daypacks, travel backpack, casual bags, backpacks, college bag Pocket Description: Utility Pocket; Pattern Name: Solid; Water Resistance Level: Water Resistant; Closure Type: Zipper; Compartment Description: Not Laptop Compatible; Special Features: Back Padding Compartments:. 3 spacious compartments for books / clothes, internal mesh pocket organizer, 2 bottle pocket; Comfort padded shoulder straps & specially designed for less load on human body Outer & inner material: polyester, color: black, product color may slightly vary due to photographic lighting sources or your monitor settings"
https://www.amazon.in/VEZELA-Womens-Shoulder-Crossbody-Handbag/dp/B01MS1GRDW/ref=sr_1_122?crid=2M096C61O4MLT&keywords=bags&qid=1679498064&sprefix=ba%2Caps%2C283&sr=8-122,VEZELA Handbags for Women-Combo Pack of 4-Shoulder Bag Crossbody Bag Sling Bag Card Holder-Set of 4 Purse for Women-Golden,"1,948",4.0,(578),VEZELA,B01MS1GRDW,NA
https://www.amazon.in/Gear-Classic-Leather-Backpack-LBPCLSLTH0101/dp/B07G4D13LB/ref=sr_1_125?crid=2M096C61O4MLT&keywords=bags&qid=1679498064&sprefix=ba%2Caps%2C283&sr=8-125,Gear Classic 20L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Black,"1,030",4.4,"(2,612)",NA,NA,NA
https://www.amazon.in/Heart-Home-Printed-Backpack-HS_38_HEARTH21105/dp/B095CGX9RT/ref=sr_1_126?crid=2M096C61O4MLT&keywords=bags&qid=1679498064&sprefix=ba%2Caps%2C283&sr=8-126,Heart Home Rexien Disney Mickey Mouse Printed Kids School Bag|Zipper Closure With 3 Comparments|Size 27 x 22 x 40 CM (Green)-HS_38_HEARTH21105,697,3.9,(182),NA,NA,NA
https://www.amazon.in/Harissons-Office-Laptop-Backpacks-Women/dp/B09D3YYYNG/ref=sr_1_127?crid=2M096C61O4MLT&keywords=bags&qid=1679498064&sprefix=ba%2Caps%2C283&sr=8-127,Harissons Bags Volt 15.6 inch Office Laptop Backpacks for Men and Women,"1,348",4.2,(220),NA,B09D3YYYNG,NA
https://www.amazon.in/Business-Casual-Resistant-Laptop-Backpack/dp/B0862V2GKH/ref=sr_1_128?crid=2M096C61O4MLT&keywords=bags&qid=1679498064&sprefix=ba%2Caps%2C283&sr=8-128,Mi Business Casual 21L Water Resistant Laptop Backpack (Blue),"1,049",4.4,"(6,172)",NA,NA,NA
https://www.amazon.in/Storage-Disposable-Freezer-Feeding-Transparent/dp/B099ZVTNCP/ref=sr_1_129?crid=2M096C61O4MLT&keywords=bags&qid=1679498064&sprefix=ba%2Caps%2C283&sr=8-129,"Luv Lap Baby Breast Milk Storage Bags (Pack of 50), BPA Free Disposable Milk Freezer Bags for Breast Feeding, Transparent",569,4.4,(563),NA,NA,NA
https://www.amazon.in/Aircase-Backpack-Rucksack-Anti-Theft-Charging/dp/B07SX3X79F/ref=sr_1_130?crid=2M096C61O4MLT&keywords=bags&qid=1679498064&sprefix=ba%2Caps%2C283&sr=8-130,"AirCase Laptop bag Anti Theft Backpack for Office College & Travel fits upto 15.6"" Laptop/Macbook, Waterproof, Durable, Multi-Pockets, 180° open (Black)- 1 Yr warranty","1,199",4.3,(160),NA,NA,NA
https://www.amazon.in/Half-Moon-Resistant-Laptop-Backpack/dp/B09842K4RQ/ref=sr_1_131?crid=2M096C61O4MLT&keywords=bags&qid=1679498064&sprefix=ba%2Caps%2C283&sr=8-131,"Half Moon 35L Water Resistant 15.6 inch Laptop Bag for Men/Backpack for Men, Black | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment | Rain Cover & Reflective Strips",699,3.9,(300),AB Amazing Bags,B09842K4RQ,NA
https://www.amazon.in/BP1501-15-6-inch-Gaming-Laptop-Backpack/dp/B081RLHHCY/ref=sr_1_132?crid=2M096C61O4MLT&keywords=bags&qid=1679498064&sprefix=ba%2Caps%2C283&sr=8-132,Asus ROG BP1501 39.62 cm (15.6-inch) Gaming Laptop Backpack (Black),"1,499",4.3,(876),NA,NA,NA
https://www.amazon.in/Half-Moon-Resistant-Backpack-Compartment/dp/B0BHX7GY16/ref=sr_1_131?crid=2M096C61O4MLT&keywords=bags&qid=1679498087&sprefix=ba%2Caps%2C283&sr=8-131,Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover,849,3.9,"(2,349)",Amazing Bags,B0BHX7GY16,"This backpack is lightweight water-resistant, capacity of approx 37 Ltr, has a soft and ventilated back panel, and is perfect for carrying all your necessities. Adjustable and breathable padded shoulder strap to meet different requirements for both men and women; made from highly rip and water-resistant polyester fabric, provide strengthen and long-lasting performance; roomy enough for your traveling requirements also having a Rain cover."
https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B0BVRJYD9Q/ref=sr_1_132?crid=2M096C61O4MLT&keywords=bags&qid=1679498087&sprefix=ba%2Caps%2C283&sr=8-132,ADISA 32L Large Laptop Backpack Office Bag College Travel Back Pack with rain Cover (Navy),599,4.5,(6),"ADISA, ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com",B0BVRJYD9Q,"High Quality large and spacious laptop backpack with 2 compartments and 2 front easy-access pockets. One compartment is for carrying laptop inside with padding for safety and space for laptop accessories like charger, etc. Other compartment has organiser for pens, visiting cards, etc along with space for carrying papers, files, etc. It has provision for holding bottles on both sides and has padded shoulder straps for your comfort. It comes with a full sized rain cover."
https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B0BPTT2HZY/ref=sr_1_133?crid=2M096C61O4MLT&keywords=bags&qid=1679498087&sprefix=ba%2Caps%2C283&sr=8-133,ADISA 35L Large Laptop Backpack Office Bag College Travel Back Pack with rain Cover (Navy),599,3.9,(36),"ADISA, ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com",B0BPTT2HZY,NA
https://www.amazon.in/American-Tourister-BACKPACK-COMPARTMENT-ORGANIZER/dp/B0BTD4S4XF/ref=sr_1_134?crid=2M096C61O4MLT&keywords=bags&qid=1679498087&sprefix=ba%2Caps%2C283&sr=8-134,"American Tourister VALEX BLACK LAPTOP BACKPACK 28 Ltrs,Volume, LAPTOP COMPARTMENT, BOTTLE POCKET, FRONT ORGANIZER","1,299",4.1,(8),"EXPERTS, China",B0BTD4S4XF,"A backpack isn’t just a bag. It’s a cache, a case, a mobile base of sorts. And it is a reflection of the care you’ve put into selecting the ideal loadout of items to keep on you. Introducing Valex, a modern everyday backpacks collections are available in a variety of nice looking colours to express your true self"
https://www.amazon.in/VIP-Endura-Puller-Brown-Duffle/dp/B0B527KJQZ/ref=sr_1_135?crid=2M096C61O4MLT&keywords=bags&qid=1679498087&sprefix=ba%2Caps%2C283&sr=8-135,VIP Polypropylene 48 Cms Travel Bag(DFENDEBRN_Brown),899,4.3,(407),"VIP Industries Limited, DGP House, 88C, Old Prabhadevi Road, Prabhadevi, Mumbai 400025. India, VIP Industries Limited, DGP House, 88C, Old Prabhadevi Road, Prabhadevi, Mumbai 400025. India",B0B527KJQZ,"VIP ENDURA, the one stop solution for all your micro travel needs, Speciaous main compartment, Soft Grip handles, Padded, Comfortable, Easy access front pocket, Stylish Design"
https://www.amazon.in/ADISA-BP004-Weight-Casual-Backpack/dp/B07G3F1G7T/ref=sr_1_136?crid=2M096C61O4MLT&keywords=bags&qid=1679498087&sprefix=ba%2Caps%2C283&sr=8-136,ADISA Laptop Backpack 31 Ltrs,499,4.0,"(9,090)","ADISA, ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com",B07G3F1G7T,NA
https://www.amazon.in/Li-Ning-Raider-Double-Polyester-Badminton/dp/B09VDQRFRV/ref=sr_1_137?crid=2M096C61O4MLT&keywords=bags&qid=1679498087&sprefix=ba%2Caps%2C283&sr=8-137,Li-Ning Raider Max Double Zipper Polyester Badminton Kit Bag (Blue),"1,549",4.4,(381),NA,NA,NA
https://www.amazon.in/AirCase-C30-Messenger-Compartments-Multi-Pockets/dp/B07V47HHRG/ref=sr_1_138?crid=2M096C61O4MLT&keywords=bags&qid=1679498087&sprefix=ba%2Caps%2C283&sr=8-138,"AirCase Office Sling Messenger Bag fits upto 15.6"" Laptop/Macbook, Detachable Shoulder Strap, Waterproof, Shockproof, Spacious Pockets for Office/Travel, Black- With Warranty","1,451",3.8,"(1,166)",NA,NA,NA
https://www.amazon.in/Medela-Breastmilk-Storage-Bags-Pieces/dp/B075R5R1LR/ref=sr_1_141?crid=2M096C61O4MLT&keywords=bags&qid=1679498087&sprefix=ba%2Caps%2C283&sr=8-141,"Medela Breastmilk Storage Bags,White, 25 Pieces",840,4.7,"(2,940)",NA,NA,NA
https://www.amazon.in/DEfANZO-Polyster-Weight-Backpack-Single/dp/B09NGRL75L/ref=sr_1_142?crid=2M096C61O4MLT&keywords=bags&qid=1679498087&sprefix=ba%2Caps%2C283&sr=8-142,D DEFANZO 30L HP Bags Polyster Black Light Weight Laptop Bag 30 ltrs Laptop Backpack for Upto 15.6 inch Laptop (Single Black),399,4.2,(13),Luggage Tourister,B09NGRL75L,NA
https://www.amazon.in/Wildcraft-Turnaround-Polyester-Laptop-8903340000000/dp/B012D4QWES/ref=sr_1_143?crid=2M096C61O4MLT&keywords=bags&qid=1679498087&sprefix=ba%2Caps%2C283&sr=8-143,Wildcraft Turnaround Polyester 14 inch 27 Ltrs Blue Laptop Bag (8903340000000),"1,895",4.3,"(3,231)",Wildcraft,B012D4QWES,The durable Peza workpack is designed for travel enthusiasts. It perfectly organizes your belongings and comes with a specially designed padded back system for enhanced carrying comfort. Laptop Compatible: Fits up to 15.4 laptop ; Quick-access side mesh pocket ; Ventex back system allows ventilation and better airflow.
https://www.amazon.in/Cosmus-Casual-Backpack-Charger-College/dp/B08D7D21FV/ref=sr_1_144?crid=2M096C61O4MLT&keywords=bags&qid=1679498087&sprefix=ba%2Caps%2C283&sr=8-144,Cosmus Vogue Casual Laptop Backpack with USB Charger Port 44cm 26 Litre Grey College Bag,"1,181",4.2,"(1,365)",NA,NA,NA
https://www.amazon.in/Wildcraft-Packs18-Laptop-Backpack-Streak/dp/B07FC4D9B5/ref=sr_1_145?crid=2M096C61O4MLT&keywords=bags&qid=1679498087&sprefix=ba%2Caps%2C283&sr=8-145,Wildcraft Work Packs'18 21 Ltrs Black Laptop Backpack (Streak Plus),"1,699",4.4,"(1,905)",Wildcraft,B07FC4D9B5,"Fits upto 15 inch. Side mesh pocket for water bottle. Padded back system for carrying comfort. Webbing haul loop. Internal organizer. Material Specifications: 420D Poly Ripstop coated, 210D Nylon Poly Melange, 420D TM Poly Dobby."
https://www.amazon.in/Resistant-Duffle-Shoulder-Separate-Compartment/dp/B09KVBSG61/ref=sr_1_146?crid=2M096C61O4MLT&keywords=bags&qid=1679498087&sprefix=ba%2Caps%2C283&sr=8-146,"Wooum Polyester 23 cms Gym Bag Sport Outdoor Bag, Shoulder Bag Side Bag with Separate Shoes Compartment Water Resistance - Dark Grey",397,4.2,(466),Wooum,B09KVBSG61,NA
https://www.amazon.in/House-Quirk-Maternity-Backpack-Elephant/dp/B07QV7SH4S/ref=sr_1_147?crid=2M096C61O4MLT&keywords=bags&qid=1679498087&sprefix=ba%2Caps%2C283&sr=8-147,House of Quirk Baby Diaper Bag Maternity Backpack,"1,199",4.4,(967),House of Quirk,B07QV7SH4S,NA
https://www.amazon.in/HEROZ-Backpack-Resistant-Durable-Notebook/dp/B08BYQZYYC/ref=sr_1_148?crid=2M096C61O4MLT&keywords=bags&qid=1679498087&sprefix=ba%2Caps%2C283&sr=8-148,HEROZ Hammer Unisex Nylon 45 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (All) (Navy Blue & Sky Blue),"1,349",4.3,"(7,738)",NA,NA,NA
https://www.amazon.in/uppercase-Backpack-2300EBP1-resistant-sustainable/dp/B0BWNCV31F/ref=sr_1_147?crid=2M096C61O4MLT&keywords=bags&qid=1679498110&sprefix=ba%2Caps%2C283&sr=8-147,"uppercase Medium 17 Ltrs Vegan Leather (upto 14 inch) Laptop Backpack 2300EBP1 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","1,600",4.0,(374),"Acefour Accessories Pvt. Ltd., Acefour Accessories Pvt. Ltd. , Lodha Supremus Corp. Tower, Unit 1202,12th Floor,Saki Vihar road, Chandivali, Tunga Village, Opp. MTNL office, Andheri E, Mumbai -400072, Maharashtra, India",B0BWNCV31F,NA
https://www.amazon.in/Resistant-Outdoor-Shoulder-Unbalance-Earphone/dp/B07TT785P7/ref=sr_1_148?crid=2M096C61O4MLT&keywords=bags&qid=1679498110&sprefix=ba%2Caps%2C283&sr=8-148,"Arctic Hunter Mens Sling Bag Small Chest Bag Shoulder Bag Mobile Bag Side Bag for Men with Earphone Port Water Resistant for Everyday Use Small Items and Small Electronic Product,Black","1,139",4.3,(548),ah arctic hunter,B07TT785P7,NA
https://www.amazon.in/YuvKuz-TM-Infocus-Digitizer-Assembly/dp/B07MXNWTB2/ref=sr_1_149?crid=2M096C61O4MLT&keywords=bags&qid=1679498110&sprefix=ba%2Caps%2C283&sr=8-149,Lavie Women's Nova Tote Bag | Ladies Purse Handbag,999,4.2,"(7,460)","Bagzone Lifestyle Pvt Ltd, Bagzone Lifestyle Pvt Ltd | | LAVIE 402, Ackruti Star, MIDC Central Road, Andheri East, Mumbai – 400093",B07MXNWTB2,This trendy Red tote from Lavie is an absolute necessity. It has a woven pattern for a twigged Indian appeal. Fuse it with your favourite denims and heels.
https://www.amazon.in/F-Gear-Yakuza-Brown-Laptop-Backpack/dp/B071VNWC1C/ref=sr_1_150?crid=2M096C61O4MLT&keywords=bags&qid=1679498110&sprefix=ba%2Caps%2C283&sr=8-150,F Gear Yakuza Brown 34 liter Laptop Backpack Sch Bag,972,4.4,(801),"Uber Fashion Merchandise Pvt. Ltd., Uber Fashion Merchandise Pvt. Ltd. No. 17G/46-3 & 17G/46-3-1 , 1st & 2nd Floor, Industrial Suburb, 2nd Stage, Yeshwantpur, Next to Sapna Books on MEI road, Bangalore – 560 022. INDIA Tel: 9066161590",B071VNWC1C,"The spacious bag as has space for everything you need while travelling and will keep you comfortable and organized. 2 Compartment Laptop Backpack Equipped With One Large Packing Compartment, Built-In Padded Tablet Holder Next To the Laptop Compartment. 2 Exterior pockets The F Gear backpack also comes with padded back and shoulder straps for comfort."
https://www.amazon.in/Clownfish-Trident-Laptop-Briefcase-Messenger/dp/B079HZJTK2/ref=sr_1_151?crid=2M096C61O4MLT&keywords=bags&qid=1679498110&sprefix=ba%2Caps%2C283&sr=8-151,The Clownfish Trident Series Laptop Briefcase 15.6 inch Laptop Bag Messenger Bag (Dark Brown),"2,149",4.4,(236),The Clownfish,B079HZJTK2,NA
